"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Postcode/Meest voorkomende postcode (code)";"Postcode/Dekkingspercentage (code)"
"Eenigenburg";"Schagen                                 ";"Buurt     ";"BU04410204";"1";"      1744";1
"Verspreide huizen Rijpje";"Schagen                                 ";"Buurt     ";"BU04410205";"1";"      1744";1
"Verspreide huizen Groenveld";"Schagen                                 ";"Buurt     ";"BU04410206";"1";"      1744";3
"Wijk 03 Warmenhuizen";"Schagen                                 ";"Wijk      ";"WK044103  ";"1";"         .";
"Warmenhuizen-West";"Schagen                                 ";"Buurt     ";"BU04410301";"1";"      1749";1
"Warmenhuizen-Oost";"Schagen                                 ";"Buurt     ";"BU04410302";"1";"      1749";1
"Schoorldam (gedeeltelijk)";"Schagen                                 ";"Buurt     ";"BU04410303";"1";"      1749";1
"Krabbendam";"Schagen                                 ";"Buurt     ";"BU04410304";"1";"      1749";1
"Rekerlanden";"Schagen                                 ";"Buurt     ";"BU04410305";"1";"      1749";1
"Landelijk gebied Warmenhuizen";"Schagen                                 ";"Buurt     ";"BU04410306";"1";"      1749";1
"Wijk 04 Zijpe";"Schagen                                 ";"Wijk      ";"WK044104  ";"1";"         .";
"Schagerbrug";"Schagen                                 ";"Buurt     ";"BU04410401";"1";"      1751";1
"Sint Maartensbrug";"Schagen                                 ";"Buurt     ";"BU04410402";"1";"      1752";1
"Burgerbrug";"Schagen                                 ";"Buurt     ";"BU04410403";"1";"      1754";1
"'t Zand";"Schagen                                 ";"Buurt     ";"BU04410404";"1";"      1756";1
"Oudesluis";"Schagen                                 ";"Buurt     ";"BU04410405";"1";"      1757";1
"Petten";"Schagen                                 ";"Buurt     ";"BU04410406";"1";"      1755";1
"Callantsoog";"Schagen                                 ";"Buurt     ";"BU04410407";"1";"      1759";1
"Sint Maartensvlotbrug";"Schagen                                 ";"Buurt     ";"BU04410408";"1";"      1753";2
"Burgervlotbrug";"Schagen                                 ";"Buurt     ";"BU04410409";"1";"      1754";1
"Scherpenzeel";"Scherpenzeel                            ";"Gemeente  ";"GM0279    ";".";"         .";
"Wijk 00";"Scherpenzeel                            ";"Wijk      ";"WK027900  ";"1";"         .";
"Scherpenzeel";"Scherpenzeel                            ";"Buurt     ";"BU02790000";"1";"      3925";1
"Verspr.h. ten zuiden van Scherpenzeel";"Scherpenzeel                            ";"Buurt     ";"BU02790008";"1";"      3925";1
"Verspr.h. ten noorden van Scherpenzeel";"Scherpenzeel                            ";"Buurt     ";"BU02790009";"1";"      3925";1
"Schiedam";"Schiedam                                ";"Gemeente  ";"GM0606    ";".";"         .";
"Wijk 00 Centrum";"Schiedam                                ";"Wijk      ";"WK060600  ";"1";"         .";
"Buurt 00";"Schiedam                                ";"Buurt     ";"BU06060000";"1";"      3111";1
"Wijk 01 Oost";"Schiedam                                ";"Wijk      ";"WK060601  ";"1";"         .";
"Stadserf";"Schiedam                                ";"Buurt     ";"BU06060101";"1";"      3111";1
"Natuurkundigenbuurt";"Schiedam                                ";"Buurt     ";"BU06060102";"1";"      3112";1
"Singelkwartier";"Schiedam                                ";"Buurt     ";"BU06060103";"1";"      3112";1
"Stationsbuurt";"Schiedam                                ";"Buurt     ";"BU06060104";"1";"      3112";1
"Wetenschappersbuurt";"Schiedam                                ";"Buurt     ";"BU06060105";"1";"      3112";1
"Newtonbuurt";"Schiedam                                ";"Buurt     ";"BU06060106";"1";"      3112";1
"Rotterdamsedijk";"Schiedam                                ";"Buurt     ";"BU06060107";"1";"      3112";1
"Wijk 02 Tussen Havens en Grachten";"Schiedam                                ";"Wijk      ";"WK060602  ";"1";"         .";
"Brandersbuurt";"Schiedam                                ";"Buurt     ";"BU06060201";"1";"      3111";1
"Walvisbuurt";"Schiedam                                ";"Buurt     ";"BU06060202";"1";"      3111";1
"De Plantage";"Schiedam                                ";"Buurt     ";"BU06060203";"1";"      3111";1
"Wijk 03 West";"Schiedam                                ";"Wijk      ";"WK060603  ";"1";"         .";
"Schildersbuurt";"Schiedam                                ";"Buurt     ";"BU06060301";"1";"      3117";1
"Schrijversbuurt";"Schiedam                                ";"Buurt     ";"BU06060302";"1";"      3117";1
"Fabribuurt";"Schiedam                                ";"Buurt     ";"BU06060303";"1";"      3117";1
"Frankenland";"Schiedam                                ";"Buurt     ";"BU06060304";"1";"      3117";1
"Liduinabuurt";"Schiedam                                ";"Buurt     ";"BU06060305";"1";"      3117";1
"Nassaubuurt";"Schiedam                                ";"Buurt     ";"BU06060306";"1";"      3116";1
"Oranjekwartier";"Schiedam                                ";"Buurt     ";"BU06060307";"1";"      3116";1
"Haverschmidtkwartier";"Schiedam                                ";"Buurt     ";"BU06060308";"1";"      3116";1
"Distillateursbuurt";"Schiedam                                ";"Buurt     ";"BU06060309";"1";"      3117";1
"Wijk 04 Zuid";"Schiedam                                ";"Wijk      ";"WK060604  ";"1";"         .";
"Noletbuurt";"Schiedam                                ";"Buurt     ";"BU06060401";"1";"      3114";1
"Eilandenbuurt";"Schiedam                                ";"Buurt     ";"BU06060402";"1";"      3114";1
"Piet Sandersbuurt";"Schiedam                                ";"Buurt     ";"BU06060403";"1";"      3114";1
"Maasboulevard";"Schiedam                                ";"Buurt     ";"BU06060404";"1";"      3114";1
"Havenbuurt";"Schiedam                                ";"Buurt     ";"BU06060405";"1";"      3115";1
"Wijk 05 Nieuw Mathenesse";"Schiedam                                ";"Wijk      ";"WK060605  ";"1";"         .";
"Nieuw-Mathenesse";"Schiedam                                ";"Buurt     ";"BU06060500";"1";"      3113";1
"Wijk 06 Nieuwland";"Schiedam                                ";"Wijk      ";"WK060606  ";"1";"         .";
"Spieringshoek";"Schiedam                                ";"Buurt     ";"BU06060602";"1";"      3118";1
"Staatsliedenbuurt";"Schiedam                                ";"Buurt     ";"BU06060603";"1";"      3119";1
"Vakbondsliedenbuurt";"Schiedam                                ";"Buurt     ";"BU06060604";"1";"      3119";1
"Hollandiabuurt";"Schiedam                                ";"Buurt     ";"BU06060605";"1";"      3119";1
"Schiehart";"Schiedam                                ";"Buurt     ";"BU06060606";"1";"      3119";1
"Nolensbuurt";"Schiedam                                ";"Buurt     ";"BU06060607";"1";"      3119";1
"Wibautbuurt";"Schiedam                                ";"Buurt     ";"BU06060608";"1";"      3118";1
"Wijk 07 Groenoord en Kethel";"Schiedam                                ";"Wijk      ";"WK060607  ";"1";"         .";
"Parkenbuurt/Bijdorp";"Schiedam                                ";"Buurt     ";"BU06060701";"1";"      3119";3
"Groenoord-Zuid";"Schiedam                                ";"Buurt     ";"BU06060702";"1";"      3122";1
"Groenoord-Midden";"Schiedam                                ";"Buurt     ";"BU06060703";"1";"      3122";1
"Groenoord-Noord";"Schiedam                                ";"Buurt     ";"BU06060704";"1";"      3122";1
"Kethel-dorp";"Schiedam                                ";"Buurt     ";"BU06060705";"1";"      3121";1
"Vogelbuurt";"Schiedam                                ";"Buurt     ";"BU06060706";"1";"      3121";1
"Tuindorp";"Schiedam                                ";"Buurt     ";"BU06060707";"1";"      3121";1
"Wijk 08 Industriegeb. ten N. v. Rijksweg";"Schiedam                                ";"Wijk      ";"WK060608  ";"1";"         .";
"Spaanse Polder";"Schiedam                                ";"Buurt     ";"BU06060801";"1";"      3125";1
"'s-Gravelandsepolder";"Schiedam                                ";"Buurt     ";"BU06060802";"1";"      3125";1
"Polderwetering";"Schiedam                                ";"Buurt     ";"BU06060803";"1";"      3125";1
"Wijk 09 Woudhoek/Spaland /Sveaparken";"Schiedam                                ";"Wijk      ";"WK060609  ";"1";"         .";
"Toneelspelersbuurt";"Schiedam                                ";"Buurt     ";"BU06060901";"1";"      3123";1
"Ambachtenbuurt";"Schiedam                                ";"Buurt     ";"BU06060902";"1";"      3123";1
"Kastelenbuurt";"Schiedam                                ";"Buurt     ";"BU06060903";"1";"      3123";1
"Botenbuurt";"Schiedam                                ";"Buurt     ";"BU06060904";"1";"      3123";1
"De Gaarden/Sveafors";"Schiedam                                ";"Buurt     ";"BU06060905";"1";"      3124";1
"De Vlinderhoven/Sveaholm";"Schiedam                                ";"Buurt     ";"BU06060906";"1";"      3124";1
"De Akkers en De Velden";"Schiedam                                ";"Buurt     ";"BU06060907";"1";"      3124";1
"Sveaborg en -Dal";"Schiedam                                ";"Buurt     ";"BU06060908";"1";"      3124";1
"Noordkethelpolder";"Schiedam                                ";"Buurt     ";"BU06060909";"1";"      3124";1
"Schiermonnikoog";"Schiermonnikoog                         ";"Gemeente  ";"GM0088    ";".";"         .";
"Wijk 00";"Schiermonnikoog                         ";"Wijk      ";"WK008800  ";"1";"         .";
"Schiermonnikoog";"Schiermonnikoog                         ";"Buurt     ";"BU00880000";"1";"      9166";1
"Verspreide huizen Schiermonnikoog";"Schiermonnikoog                         ";"Buurt     ";"BU00880009";"1";"      9166";1
"Schinnen";"Schinnen                                ";"Gemeente  ";"GM0962    ";".";"         .";
"Wijk 00";"Schinnen                                ";"Wijk      ";"WK096200  ";"1";"         .";
"Schinnen";"Schinnen                                ";"Buurt     ";"BU09620000";"1";"      6365";1
"Puth";"Schinnen                                ";"Buurt     ";"BU09620001";"1";"      6155";1
"Nagelbeek-Hegge";"Schinnen                                ";"Buurt     ";"BU09620002";"1";"      6365";1
"Sweikhuizen";"Schinnen                                ";"Buurt     ";"BU09620003";"1";"      6174";1
"Thull";"Schinnen                                ";"Buurt     ";"BU09620004";"1";"      6365";1
"Hommert (gedeeltelijk)";"Schinnen                                ";"Buurt     ";"BU09620005";"1";"      6436";1
"Verspreide huizen";"Schinnen                                ";"Buurt     ";"BU09620009";"1";"      6174";6
"Wijk 01 Amstenrade - Oirsbeek";"Schinnen                                ";"Wijk      ";"WK096201  ";"1";"         .";
"Amstenrade";"Schinnen                                ";"Buurt     ";"BU09620100";"1";"      6436";1
"Oirsbeek";"Schinnen                                ";"Buurt     ";"BU09620101";"1";"      6438";1
"Klein-Doenrade";"Schinnen                                ";"Buurt     ";"BU09620102";"1";"      6438";2
"Groot-Doenrade";"Schinnen                                ";"Buurt     ";"BU09620103";"1";"      6439";1
"Schouwen-Duiveland";"Schouwen-Duiveland                      ";"Gemeente  ";"GM1676    ";".";"         .";
"Wijk 00 Zierikzee";"Schouwen-Duiveland                      ";"Wijk      ";"WK167600  ";"1";"         .";
"Zierikzee binnen de vesten";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760000";"1";"      4301";1
"Malta";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760001";"1";"      4301";1
"Poortambacht";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760002";"1";"      4301";3
"Zuidhoek";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760003";"1";"      4301";1
"Kaaskenswater";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760004";"1";"      4301";5
"Verspr.h. in het Noorden en Westen";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760007";"1";"      4303";4
"Verspreide huizen in het Zuiden";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760008";"1";"      4301";1
"Verspreide huizen in het Oosten";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760009";"1";"      4301";1
"Wijk 01 Brouwershaven";"Schouwen-Duiveland                      ";"Wijk      ";"WK167601  ";"1";"         .";
"Brouwershaven";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760100";"1";"      4318";1
"Verspreide huizen Brouwershaven";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760109";"1";"      4318";1
"Wijk 02 Zonnemaire";"Schouwen-Duiveland                      ";"Wijk      ";"WK167602  ";"1";"         .";
"Zonnemaire";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760200";"1";"      4316";1
"Verspreide huizen Zonnemaire";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760209";"1";"      4316";1
"Wijk 03 Dreischor";"Schouwen-Duiveland                      ";"Wijk      ";"WK167603  ";"1";"         .";
"Dreischor";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760300";"1";"      4315";1
"Verspreide huizen Dreischor";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760309";"1";"      4315";1
"Wijk 04 Noordgouwe";"Schouwen-Duiveland                      ";"Wijk      ";"WK167604  ";"1";"         .";
"Noordgouwe";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760400";"1";"      4317";1
"Schuddebeurs";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760401";"1";"      4317";1
"Verspr.h. Noordgouwe en Schuddebeurs";"Schouwen-Duiveland                      ";"Buurt     ";"BU16760409";"1";"      4317";1
